Id,Text,BeginPosition,EndPosition,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Annoyance,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Determination,Disappointment,Disapproval,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Enthusiasm,Entrancement,Envy,Excitement,Fear,Gratitude,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Sarcasm,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,1,2,3,4,5,6,7,8,9,toxic,severe_toxic,obscene,threat,insult,identity_hate
unknown,memory,998,1004,,,,,0.010322914,0.007406618,0.045629453,0.010833473,0.005947875,0.100854002,0.004650123,0.004708481,0.014851893,0.030052576,0.028011417,0.101492867,0.46922496,0.059041064,0.012393036,0.015410777,0.031981353,0.022284267,0.047782816,0.014273636,0.003475993,0.012692502,0.013406171,0.003072967,0.003050238,0.003096132,0.024874447,0.016242586,0.002344667,0.005856045,0.000698036,0.002959827,0.002880234,0.000636207,0.078457542,0.005862073,0.003717683,0.020452585,0.008104965,0.006912046,0.037196536,0.002195265,0.001141193,0.0055117,0.002195194,0.02986286,0.00290587,0.004428262,0.023513963,0.008855009,0.003524528,0.011599837,0.008962383,0.019457607,0.04030557,0.04759562,0.072757877,0.811577618,0.004753463,0.002933176,0.002380629,0.002281222,,,,,,
unknown,and,1005,1008,,,,,0.008567335,0.005093482,0.05127047,0.009505578,0.007780161,0.151501328,0.003571797,0.004556148,0.012277845,0.029523468,0.027302075,0.097078651,0.499119639,0.084503546,0.018462002,0.010332393,0.018034188,0.01743442,0.06779594,0.032140747,0.006072841,0.01217684,0.016833369,0.00146776,0.002639632,0.002897609,0.016607912,0.015184982,0.002218212,0.003324681,0.000592992,0.001971416,0.00210813,0.000690693,0.087166026,0.003039277,0.002164214,0.014588138,0.005483139,0.004406517,0.047714654,0.001242122,0.000820999,0.005272055,0.003251218,0.019410033,0.002168913,0.00420156,0.02777775,0.007155524,0.00314392,0.009181873,0.005061028,0.015919205,0.030936001,0.037912134,0.061574034,0.844714224,0.004383531,0.002479274,0.002018459,0.002108465,,,,,,
unknown,of,1009,1011,,,,,0.008391711,0.004200016,0.035041671,0.00874457,0.007881878,0.138574541,0.003849542,0.003889019,0.011979882,0.027311271,0.025127342,0.102151051,0.479742438,0.068540201,0.016016955,0.010924302,0.031972755,0.024551051,0.058633495,0.026020192,0.005117034,0.010822881,0.019640179,0.001746054,0.001916737,0.002251601,0.025423232,0.011788138,0.002712025,0.005636169,0.000675943,0.001801951,0.00169481,0.000599202,0.121054254,0.003189406,0.00167592,0.009032418,0.004729822,0.004444982,0.041636802,0.001620239,0.000645253,0.003349514,0.003063073,0.025208073,0.002600894,0.003085189,0.033728972,0.011179604,0.002716592,0.00695242,0.006730957,0.020249506,0.045661028,0.046279725,0.066460811,0.797822714,0.008653254,0.005697346,0.004664339,0.004392814,,,,,,
unknown,hope.txt,1012,1020,,,,,0.005121923,0.002105863,0.018740693,0.012885984,0.018991012,0.28755343,0.004449263,0.003055187,0.011525902,0.032597974,0.019037507,0.055604298,0.390556306,0.074302591,0.033065636,0.00935681,0.018761097,0.029357327,0.169471964,0.1027027,0.012055882,0.016016228,0.030989174,0.001190293,0.002383032,0.001996172,0.037784889,0.00712022,0.002013244,0.009478096,0.00093244,0.001987518,0.001869318,0.000782179,0.108877443,0.002910341,0.000838609,0.007498927,0.003280484,0.003684018,0.046280667,0.002116619,0.000328172,0.00706816,0.012654574,0.020077134,0.001532276,0.003784713,0.063554324,0.01346429,0.001985606,0.007665743,0.007068098,0.086171374,0.197958604,0.167840317,0.134875804,0.415503263,0.015920078,0.014241237,0.009259238,0.005456407,,,,,,
unknown,-,1021,1022,,,,,0.005652999,0.002308265,0.019893395,0.013976416,0.020502897,0.314603746,0.003250868,0.002924588,0.01298295,0.035160232,0.017275458,0.040130768,0.396571726,0.071161941,0.0430713,0.007056227,0.022233699,0.022016201,0.201777264,0.15163365,0.016537238,0.012568698,0.037897188,0.000849358,0.002247046,0.00169533,0.030899178,0.006787964,0.003330098,0.007139445,0.000764731,0.001330037,0.001567042,0.000728469,0.123604581,0.002328183,0.000871744,0.005533012,0.00235119,0.002732856,0.037630107,0.001054391,0.000391136,0.007026561,0.016905962,0.014407308,0.002159127,0.003907192,0.068844453,0.011259004,0.001847389,0.005125382,0.004049108,0.103736937,0.229045421,0.198625326,0.149417818,0.308159411,0.017166054,0.017160079,0.011569465,0.006722149,,,,,,
unknown,Google,1023,1029,,,,,0.003915527,0.001982354,0.021089602,0.010708705,0.008474174,0.237112865,0.004898178,0.001983703,0.015818041,0.054885268,0.042222477,0.086323567,0.370450199,0.073432431,0.021133814,0.013590919,0.023528855,0.037994213,0.151331827,0.054640252,0.005647583,0.012997028,0.027346872,0.000983168,0.002504867,0.001933835,0.030403554,0.006837031,0.001597957,0.007570686,0.000829399,0.00256356,0.002100711,0.000428265,0.123592824,0.002575174,0.001023366,0.007612514,0.003365535,0.003231468,0.039544761,0.003002168,0.000504633,0.006564944,0.007533686,0.024735214,0.002209847,0.003430867,0.042758442,0.010186777,0.002203512,0.011262954,0.006051617,0.094777152,0.211524025,0.184291214,0.160078645,0.327857524,0.02105136,0.018116834,0.011805196,0.006280241,,,,,,
unknown,Drive</title><meta,1030,1048,,,,,0.005747219,0.00224813,0.031640634,0.007018122,0.00318796,0.069168493,0.006615177,0.00338044,0.01046447,0.039891783,0.058016308,0.21350719,0.391169161,0.124643505,0.012109591,0.019279394,0.020895701,0.049373876,0.050668973,0.018829573,0.002437155,0.008689039,0.03079935,0.001884023,0.001409861,0.001247008,0.048374373,0.012828313,0.000980681,0.014903683,0.001420977,0.002628737,0.001271644,0.000512414,0.213866621,0.003457508,0.000815514,0.011995889,0.001839072,0.004128951,0.044131212,0.003873983,0.000422365,0.002755411,0.002402155,0.041054588,0.001667329,0.002106635,0.0276224,0.015548025,0.001414203,0.006318314,0.010996018,0.097296014,0.166620359,0.126680687,0.126355693,0.491299808,0.021925496,0.016041517,0.011807405,0.007440871,,,,,,
unknown,"property=""og:title""",1049,1068,,,,,0.016617892,0.008009342,0.039062951,0.01521116,0.002705512,0.029805632,0.005534779,0.006812765,0.011396972,0.035801016,0.027156772,0.107688412,0.420773685,0.080174953,0.009432737,0.027770841,0.07353434,0.045573253,0.025770275,0.006410487,0.001477485,0.007402438,0.02390177,0.006858788,0.001644289,0.001432619,0.0995446,0.018782429,0.003171109,0.03398395,0.001176731,0.004472371,0.001998627,0.00046173,0.174933091,0.014676671,0.002444342,0.022694359,0.003212662,0.012843844,0.02281815,0.003153417,0.000560128,0.003815748,0.002663498,0.056485016,0.001891746,0.002725412,0.015767768,0.019393386,0.001766384,0.006669104,0.023157427,0.122844636,0.148989588,0.10071858,0.105223723,0.543992162,0.021147156,0.012313996,0.00938479,0.005902409,,,,,,
unknown,"content=""Free",1069,1082,,,,,0.020197041,0.009218449,0.02985614,0.016273789,0.00298756,0.02955932,0.005076177,0.008445827,0.011545919,0.02168389,0.022089178,0.086869724,0.524250388,0.089166947,0.009027662,0.02080534,0.056119189,0.035189703,0.026769387,0.007336586,0.001464411,0.007559352,0.027022701,0.00546795,0.001854592,0.001751171,0.093778282,0.017823659,0.002569649,0.030115394,0.001271894,0.007234448,0.002391689,0.000556,0.188773185,0.014245808,0.002982016,0.028584003,0.002631671,0.0105295,0.031078789,0.0034823,0.000598074,0.004222874,0.004440899,0.045752175,0.001451105,0.002775266,0.023116089,0.027295707,0.002326293,0.004580456,0.020257937,0.061360795,0.0855233,0.065176658,0.086734504,0.660865605,0.031779133,0.016157897,0.010990348,0.006164854,,,,,,
unknown,of,1083,1085,,,,,0.013902456,0.009176154,0.029309381,0.018176308,0.002314117,0.017817935,0.007872296,0.008314155,0.013348633,0.034082305,0.022302724,0.080034994,0.514007747,0.064993083,0.00690238,0.022254875,0.061128281,0.025837732,0.01702515,0.003774448,0.001104651,0.00946871,0.023561252,0.010985755,0.002015996,0.00163025,0.07444489,0.022886626,0.002254491,0.037129376,0.002252365,0.005498692,0.002281509,0.000867998,0.130536467,0.01857177,0.003434023,0.03336883,0.003574639,0.009684145,0.020444617,0.004422253,0.000897438,0.005070573,0.002992274,0.040790234,0.002458528,0.002865095,0.019112628,0.021890935,0.002009446,0.006597908,0.022681307,0.051850554,0.065119669,0.053720746,0.089114696,0.720452547,0.012238959,0.00493576,0.003748268,0.002586692,,,,,,
unknown,memory,1086,1092,,,,,0.009690158,0.006290975,0.024643401,0.016595319,0.003635647,0.031450476,0.011760762,0.006255216,0.014783019,0.028498523,0.017533096,0.087619901,0.570636809,0.065384157,0.006701133,0.015128104,0.05294266,0.029830581,0.028633442,0.004739309,0.001351642,0.016893642,0.026001535,0.008015948,0.002814658,0.002011706,0.062741749,0.017762935,0.002059406,0.03077309,0.002957876,0.003984291,0.002978478,0.00114618,0.112119757,0.013447485,0.002508209,0.033816405,0.006255446,0.008826296,0.023001457,0.003640921,0.000718285,0.007504324,0.002543536,0.030331615,0.001922196,0.003730022,0.025379993,0.017782891,0.002114988,0.008349376,0.018872695,0.069007196,0.076524615,0.063080087,0.095165022,0.696209371,0.007217926,0.002892364,0.002087087,0.001613029,,,,,,
unknown,and,1093,1096,,,,,0.007551632,0.00468998,0.021966849,0.015223052,0.003169795,0.032729086,0.012672698,0.005693464,0.013291077,0.024585394,0.019676536,0.083320484,0.619968057,0.087174326,0.006211337,0.01339017,0.048475791,0.026912324,0.031038746,0.005425342,0.001197453,0.017677667,0.031313412,0.006011022,0.00227531,0.002093893,0.055180356,0.016252838,0.001692519,0.025623452,0.003173153,0.003533777,0.00244711,0.001045889,0.119102366,0.010075352,0.001981701,0.031235727,0.005707726,0.006464318,0.031224675,0.004143814,0.000628932,0.007738719,0.003282609,0.026580339,0.001545193,0.003048778,0.02837868,0.019242758,0.002173347,0.007646465,0.015521773,0.068971284,0.070142403,0.055029619,0.087025598,0.712233663,0.009622094,0.003383168,0.002322909,0.001780724,,,,,,
unknown,of,1097,1099,,,,,0.008665976,0.005044958,0.019827014,0.017140504,0.003818868,0.033104405,0.010570343,0.005643174,0.01336833,0.02163792,0.017343258,0.079249926,0.616313756,0.075811259,0.007103101,0.014633037,0.047877282,0.029726725,0.029685095,0.005535456,0.001337536,0.015572907,0.030383017,0.006572478,0.00246399,0.001835661,0.058399018,0.014862716,0.001870018,0.026795402,0.002840599,0.00374876,0.002687591,0.00103994,0.105474062,0.011826371,0.002106311,0.029772047,0.005337204,0.008725108,0.031493951,0.004281391,0.000584375,0.006973224,0.003637576,0.031261731,0.001449593,0.003362451,0.028852118,0.020938188,0.002012539,0.00596026,0.020676523,0.085562222,0.083233669,0.063145384,0.095554493,0.680032969,0.008871677,0.003055152,0.00207957,0.001544098,,,,,,
unknown,"hope.txt""><meta",1100,1115,,,,,0.00848717,0.004599062,0.017751889,0.022944666,0.003262817,0.026641345,0.012801658,0.007731124,0.013160035,0.015298302,0.010225688,0.047203097,0.682405055,0.098130211,0.006748454,0.011510894,0.036309127,0.019117489,0.033607718,0.00649734,0.001504818,0.019407466,0.043697707,0.00739204,0.002730836,0.001361709,0.071213074,0.017159451,0.001343121,0.03924939,0.004390716,0.003967291,0.002409865,0.001434438,0.101786032,0.013497682,0.001614613,0.028775491,0.004577262,0.008355253,0.043163579,0.003609603,0.000421949,0.009028143,0.007851921,0.025211334,0.000896682,0.003519935,0.037858352,0.029624473,0.001192613,0.004705771,0.018673733,0.009932352,0.01314903,0.012080656,0.028694302,0.84948951,0.053985789,0.014702605,0.011501847,0.00657621,,,,,,
unknown,"property=""og:type""",1116,1134,,,,,0.010551089,0.006268017,0.024266755,0.022969279,0.004043935,0.026218848,0.010469303,0.011157622,0.012474649,0.013778797,0.010129346,0.03962329,0.681049585,0.080598176,0.006801169,0.014839212,0.067348026,0.01769099,0.033438571,0.005898154,0.001878344,0.020037595,0.032319449,0.014418093,0.002641384,0.001949207,0.062041707,0.022482187,0.002329962,0.035287265,0.003638395,0.005091447,0.002820007,0.00182541,0.095393114,0.017512411,0.002358854,0.02020568,0.007772396,0.008362624,0.038918816,0.004970595,0.00075039,0.010361413,0.00757778,0.032867301,0.002111345,0.003817863,0.047124956,0.040150024,0.001722418,0.004828671,0.021373443,0.027628947,0.0294948,0.021401035,0.033146463,0.817411661,0.037834451,0.014389462,0.011500889,0.008063364,,,,,,
unknown,"content=""article""><meta",1135,1158,,,,,0.012672179,0.008426998,0.024608389,0.019278958,0.002356563,0.016279513,0.011917864,0.014050555,0.012723088,0.015031701,0.013944102,0.04755592,0.686991096,0.12236882,0.005130201,0.01323563,0.05688934,0.015915252,0.030073734,0.004018197,0.001111919,0.017689642,0.041254383,0.013465371,0.002852623,0.00309858,0.043711435,0.032641202,0.002733604,0.026333963,0.003994455,0.004458108,0.003084105,0.001580221,0.100984052,0.015569718,0.004151112,0.053478975,0.008287419,0.006557645,0.036082517,0.004989278,0.002033865,0.015184499,0.005175483,0.023656614,0.004045462,0.004271149,0.03843087,0.032086182,0.00279473,0.00701671,0.016334543,0.053583108,0.051895648,0.036231354,0.05401817,0.748875499,0.036455061,0.013171771,0.008966278,0.005904986,,,,,,
unknown,"property=""og:site_name""",1159,1182,,,,,0.01189233,0.006940137,0.027155355,0.018218864,0.006717509,0.041562032,0.013362272,0.008972146,0.019400215,0.017309494,0.009320851,0.033408046,0.622587025,0.038431764,0.006011146,0.011171413,0.037275571,0.012501366,0.06628368,0.006447514,0.002803476,0.030791588,0.023247235,0.012060271,0.005476519,0.003221704,0.046894886,0.015572477,0.003026819,0.029246572,0.003714303,0.002550795,0.004722632,0.002476812,0.085946493,0.015903382,0.002437847,0.011258064,0.015315868,0.007676382,0.023842948,0.003092386,0.000788309,0.017678231,0.002256344,0.026200034,0.002811082,0.007447511,0.076885283,0.029780511,0.00308421,0.005782888,0.013577501,0.05075362,0.077233419,0.079735793,0.144125849,0.638169944,0.014760382,0.005148535,0.002401121,0.001412821,,,,,,
unknown,"content=""Google",1183,1198,,,,,0.017368622,0.010121336,0.047255918,0.024724783,0.003683513,0.023654649,0.008380004,0.012356543,0.019420201,0.023056773,0.013346564,0.040958382,0.551379681,0.042592827,0.006282664,0.018034955,0.048393395,0.012332721,0.033579919,0.005133102,0.002580777,0.016100334,0.021331582,0.018486729,0.004688748,0.002873523,0.056545589,0.023430323,0.004189801,0.032712117,0.002650969,0.003135472,0.004026231,0.002069024,0.101200603,0.023962531,0.003454841,0.01374311,0.009949503,0.010600301,0.024121175,0.003499449,0.001104387,0.009711854,0.002935795,0.039329678,0.004374884,0.006561906,0.05151131,0.036986209,0.00320672,0.005857148,0.018775718,0.040305283,0.052866273,0.04738551,0.084293827,0.727330208,0.030307354,0.009421111,0.004802568,0.002619738,,,,,,
unknown,"Docs""><meta",1199,1210,,,,,0.02155738,0.010765237,0.062685393,0.018962745,0.003650205,0.023644002,0.005746552,0.01437547,0.015626131,0.019756407,0.013897621,0.039018903,0.489828765,0.043262716,0.006976362,0.018137053,0.04711663,0.011167397,0.041170675,0.006968997,0.003479168,0.013631297,0.017670363,0.016594648,0.003769475,0.003149463,0.051512908,0.024913192,0.004697079,0.024753384,0.00187892,0.003096719,0.003516627,0.001924677,0.106728517,0.019153047,0.00307954,0.009931587,0.009089681,0.009648792,0.028094413,0.003296536,0.001019766,0.009644271,0.002808296,0.042817902,0.004796357,0.006453337,0.055884842,0.036219858,0.003636794,0.004512788,0.017185917,0.042129967,0.062228192,0.061383873,0.104232043,0.692579806,0.020251336,0.008229342,0.004015975,0.002189375,,,,,,
unknown,"property=""og:url""",1211,1228,,,,,0.021335198,0.010836202,0.056799028,0.01827742,0.00242236,0.013955615,0.005489403,0.016513042,0.013876456,0.022805974,0.018794961,0.045814354,0.521594167,0.05859933,0.006819437,0.021123471,0.051029328,0.011126006,0.024493631,0.005065918,0.002542049,0.010085899,0.022292063,0.017454397,0.002762997,0.002543088,0.043278016,0.0318483,0.004087185,0.022302669,0.002219172,0.003868624,0.002485257,0.001865536,0.112169035,0.0190465,0.003473141,0.015855283,0.006472481,0.008726323,0.025796216,0.003984727,0.001373466,0.007884053,0.003464291,0.041490812,0.005833188,0.004867667,0.041237276,0.036811497,0.003011456,0.004739121,0.018310344,0.08653675,0.084557906,0.057669804,0.063250467,0.685911179,0.030362444,0.014451024,0.009858195,0.006541464,,,,,,
unknown,"content=""https://drive.google.com/file/d/17qTCcB2VPZGQ71j8RT52Udoa5AN23myw/view?usp=share_link&amp;usp=embed_facebook""><link",1229,1353,,,,,0.005905379,0.002355927,0.022074675,0.039529342,0.004541429,0.043709237,0.044568278,0.005772521,0.047005281,0.048039876,0.04595032,0.06183276,0.247197092,0.065478466,0.008443434,0.031268757,0.027345618,0.012937149,0.029783286,0.006328194,0.003754907,0.07619179,0.021266771,0.00572376,0.009765837,0.008451774,0.051352508,0.012464498,0.001633657,0.022186348,0.022440264,0.002607858,0.00493408,0.006122848,0.142655179,0.00960486,0.000973072,0.004673573,0.110175051,0.014456061,0.039031945,0.003296019,0.000185684,0.010901657,0.010459449,0.054643389,0.000537528,0.007678881,0.039234612,0.016473299,0.004153874,0.017067099,0.012750501,0.005001615,0.011221575,0.014990676,0.039191946,0.892583549,0.013572054,0.004152981,0.002364135,0.002084263,,,,,,
